,Unnamed: 0_x,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,Unnamed: 0_y,mean_duration,mean_distance,predicted_fare,tip_percent,generous,day,am_rush,daytime,pm_rush,nighttime,month
16526,27830649,2,2017-04-04 17:39:10,2017-04-04 17:52:33,5,2.09,1,N,144,234,1,10.5,1.0,0.5,2.46,0.0,0.3,14.76,16526,13.262745098039217,1.781764705882353,10.33706059847399,0.2,1,tuesday,0,0,1,0,apr
16530,4284510,2,2017-01-23 20:39:14,2017-01-23 20:49:48,1,1.9,1,N,107,232,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,16530,13.395454545454545,2.1418181818181816,11.00334859390466,0.2,1,monday,0,0,0,1,jan
16531,56018413,2,2017-06-09 18:52:44,2017-06-09 19:07:09,2,3.22,1,N,4,140,1,13.0,1.0,0.5,1.75,0.0,0.3,16.55,16531,19.75,3.775,16.053379465709757,0.118,0,friday,0,0,1,0,jun
16532,62218583,1,2017-07-22 01:51:43,2017-07-22 01:56:16,1,0.8,1,N,114,79,1,5.0,0.5,0.5,1.55,0.0,0.3,7.85,16532,8.610606060606061,1.0336363636363637,7.569460204907584,0.246,1,saturday,0,0,0,1,jul
16534,14947567,2,2017-02-24 20:57:59,2017-02-24 21:22:25,1,6.99,1,N,186,41,1,24.5,0.5,0.5,5.16,0.0,0.3,30.96,16534,26.55,6.5633333333333335,23.48557812050416,0.2,1,friday,0,0,0,1,feb
16535,81165412,2,2017-09-27 10:23:06,2017-09-27 10:28:30,2,0.74,1,N,239,239,1,5.5,0.0,0.5,0.94,0.0,0.3,7.24,16535,4.584126984126984,0.7476190476190476,5.788079845430441,0.149,0,wednesday,0,1,0,0,sep
16536,57433593,2,2017-07-05 18:40:20,2017-07-05 18:51:40,2,1.62,1,N,142,229,1,9.0,1.0,0.5,2.16,0.0,0.3,12.96,16536,12.575,1.632,9.7804844332488,0.2,1,wednesday,0,0,1,0,jul
16538,19969846,2,2017-03-09 17:48:44,2017-03-09 18:06:19,1,2.46,1,N,170,236,1,13.0,1.0,0.5,1.0,0.0,0.3,15.8,16538,15.94097222222222,2.4779166666666668,12.383502402813354,0.068,0,thursday,0,0,1,0,mar
16539,21026926,1,2017-03-13 16:32:47,2017-03-13 16:41:29,1,1.3,1,N,141,236,1,8.0,1.0,0.5,1.08,0.0,0.3,10.88,16539,7.668055555555555,1.1402083333333333,7.518799546654789,0.11,0,monday,0,0,1,0,mar
16540,73140381,1,2017-08-30 22:47:15,2017-08-30 22:53:57,1,0.6,1,N,68,48,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,16540,9.330701754385965,1.09,7.882738524048259,0.199,0,wednesday,0,0,0,1,aug
16541,8802110,1,2017-02-05 17:29:32,2017-02-05 17:48:06,1,2.1,1,N,45,79,1,13.0,0.0,0.5,2.75,0.0,0.3,16.55,16541,9.683333333333334,1.285,8.369743277690896,0.199,0,sunday,0,0,1,0,feb
16542,82182543,1,2017-09-30 12:14:18,2017-09-30 12:43:23,1,8.9,1,N,151,45,1,29.0,0.0,0.5,2.0,0.0,0.3,31.8,16542,27.90833333333333,8.235,27.30574716980352,0.067,0,saturday,0,1,0,0,sep
16543,25389136,2,2017-03-28 13:48:15,2017-03-28 13:50:36,1,0.43,1,N,170,107,1,3.5,0.0,0.5,0.86,0.0,0.3,5.16,16543,5.78963963963964,0.8962162162162162,6.398560863350611,0.2,1,tuesday,0,1,0,0,mar
16544,10669834,2,2017-02-13 15:50:22,2017-02-13 15:53:55,1,0.53,1,N,142,143,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,16544,6.178205128205128,0.8415384615384615,6.398035886670447,0.2,1,monday,0,1,0,0,feb
16545,54855471,2,2017-06-27 16:23:07,2017-06-27 16:55:59,3,6.85,1,N,87,262,1,25.5,1.0,0.5,6.82,0.0,0.3,34.12,16545,26.027777777777786,7.456666666666667,25.16420712846486,0.25,1,tuesday,0,0,1,0,jun
16547,98662726,1,2017-11-20 21:40:48,2017-11-20 21:57:01,1,3.3,1,N,113,33,1,13.5,0.5,0.5,2.95,0.0,0.3,17.75,16547,20.177777777777777,3.826666666666666,16.363457475907786,0.199,0,monday,0,0,0,1,nov
16548,73910190,2,2017-09-02 21:21:55,2017-09-02 21:45:15,1,3.52,1,N,79,48,1,16.5,0.5,0.5,2.0,0.0,0.3,19.8,16548,23.45555555555556,3.65,16.816322247755938,0.112,0,saturday,0,0,0,1,sep
16549,51410612,1,2017-06-17 16:48:06,2017-06-17 16:58:38,1,2.4,1,N,239,41,1,10.5,0.0,0.5,2.25,0.0,0.3,13.55,16549,11.86875,2.24125,10.88524166745187,0.199,0,saturday,0,0,1,0,jun
16550,64085315,2,2017-07-28 15:03:17,2017-07-28 15:15:23,1,1.43,1,N,161,234,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76,16550,11.185648148148148,1.4741666666666666,9.056162790442288,0.2,1,friday,0,1,0,0,jul
16552,36481075,1,2017-04-30 02:09:37,2017-04-30 02:26:41,4,2.7,1,N,148,246,1,13.5,0.5,0.5,2.95,0.0,0.3,17.75,16552,16.877777777777776,3.5583333333333336,14.973989191555576,0.199,0,sunday,0,0,0,1,apr
16553,105302603,1,2017-12-12 17:28:10,2017-12-12 17:39:15,1,1.2,1,N,166,42,1,8.5,1.0,0.5,1.0,0.0,0.3,11.3,16553,7.761111111111112,1.5933333333333335,8.447755967549696,0.097,0,tuesday,0,0,1,0,dec
16554,91069166,1,2017-10-28 14:55:39,2017-10-28 15:08:16,1,2.5,1,N,75,238,1,11.0,0.0,0.5,2.35,0.0,0.3,14.15,16554,11.25625,1.89625,10.026795538398202,0.199,0,saturday,0,1,0,0,oct
16557,77315138,2,2017-09-14 14:10:29,2017-09-14 14:19:34,1,1.32,1,N,142,43,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0,16557,5.825641025641025,1.1046153846153848,6.823905592356103,0.25,1,thursday,0,1,0,0,sep
16559,96796274,2,2017-11-15 09:12:02,2017-11-15 09:34:33,1,3.95,1,N,264,264,1,18.0,0.0,0.5,3.76,0.0,0.3,22.56,16559,15.618772563176892,3.1915162454873647,13.71564738975648,0.2,1,wednesday,1,0,0,0,nov
16560,68624984,1,2017-08-13 21:56:12,2017-08-13 22:05:47,1,1.7,1,N,97,106,1,9.0,0.5,0.5,2.5,0.0,0.3,12.8,16560,9.583333333333334,1.7,9.168848252414184,0.243,1,sunday,0,0,0,1,aug
16561,67867162,2,2017-08-10 23:11:45,2017-08-10 23:18:08,6,1.41,1,N,234,211,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3,16561,8.868055555555555,1.455,8.481524774360857,0.12,0,thursday,0,0,0,1,aug
16562,57708117,1,2017-07-06 19:56:43,2017-07-06 20:15:57,1,3.0,1,N,144,48,1,14.5,0.5,0.5,3.0,0.0,0.3,18.8,16562,22.89444444444445,3.931111111111112,17.32973363852833,0.19,0,thursday,0,0,1,0,jul
16563,43339497,2,2017-05-14 20:30:10,2017-05-14 20:47:09,1,3.43,1,N,163,144,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96,16563,22.183333333333334,3.47375,16.110052628041785,0.2,1,sunday,0,0,0,1,may
16565,23457476,2,2017-03-21 10:23:48,2017-03-21 11:07:00,5,17.2,1,N,13,138,1,48.5,0.0,0.5,10.97,5.54,0.3,65.81,16565,36.875,15.22,43.706238367502834,0.2,1,tuesday,0,1,0,0,mar
16567,52496893,2,2017-06-20 20:05:02,2017-06-20 20:12:53,1,1.46,1,N,162,164,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,16567,11.473484848484848,1.0836363636363635,8.358240551669105,0.2,1,tuesday,0,0,0,1,jun
16568,54908484,1,2017-06-29 06:56:50,2017-06-29 07:08:38,1,1.2,1,N,50,163,1,9.0,0.0,0.5,2.45,0.0,0.3,12.25,16568,11.16060606060606,1.0754545454545454,8.364423147285603,0.25,1,thursday,1,0,0,0,jun
16569,23802815,1,2017-03-22 11:55:07,2017-03-22 12:02:25,1,0.7,1,N,48,163,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,16569,7.601626016260163,0.9543902439024392,7.12996281378169,0.199,0,wednesday,0,1,0,0,mar
16570,16479355,1,2017-03-10 20:43:34,2017-03-10 20:54:40,1,1.2,1,N,107,144,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75,16570,13.197916666666668,1.61625,10.010671866096471,0.199,0,friday,0,0,0,1,mar
16571,106544836,1,2017-12-16 01:04:36,2017-12-16 01:25:43,2,5.8,1,N,237,41,1,20.5,0.5,0.5,4.35,0.0,0.3,26.15,16571,16.183333333333334,4.3,16.214053183361564,0.2,1,saturday,0,0,0,1,dec
16572,7964196,2,2017-02-03 11:18:03,2017-02-03 11:36:17,1,2.74,1,N,75,229,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76,16572,13.78,2.728,12.278806615458572,0.2,1,friday,0,1,0,0,feb
16574,56208615,2,2017-06-10 19:02:17,2017-06-10 19:23:05,1,3.42,1,N,231,40,1,14.5,0.0,0.5,3.06,0.0,0.3,18.36,16574,20.8,3.42,15.616893249471817,0.2,1,saturday,0,0,1,0,jun
16575,9963101,2,2017-02-11 15:16:54,2017-02-11 15:19:32,1,1.02,1,N,137,170,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96,16575,6.839130434782609,0.7204347826086956,6.341144703707266,0.2,1,saturday,0,1,0,0,feb
16576,48163883,2,2017-06-03 23:59:40,2017-06-04 00:09:55,4,1.91,1,N,209,13,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96,16576,9.416666666666668,1.455,8.590494647740494,0.2,1,saturday,0,0,0,1,jun
16577,24212122,2,2017-03-25 23:55:17,2017-03-26 00:24:23,5,10.36,1,N,137,135,1,33.0,0.5,0.5,8.01,5.76,0.3,48.07,16577,29.1,10.36,31.85146430623576,0.2,1,saturday,0,0,0,1,mar
16578,2477209,2,2017-01-10 10:08:29,2017-01-10 10:17:30,5,1.24,1,N,79,114,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,16578,6.919444444444444,0.8504166666666667,6.710847492929068,0.2,1,tuesday,0,1,0,0,jan
16579,5715660,2,2017-01-27 20:54:46,2017-01-27 21:09:19,1,1.91,1,N,231,158,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76,16579,7.469607843137255,1.4311764705882353,7.933457767329531,0.2,1,friday,0,0,0,1,jan
16580,14310624,1,2017-02-22 22:58:39,2017-02-22 23:08:44,1,2.1,1,N,13,144,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,16580,11.375,2.1500000000000004,10.565608027273854,0.199,0,wednesday,0,0,0,1,feb
16581,30151573,1,2017-04-13 23:38:04,2017-04-14 00:05:29,1,10.3,1,N,138,239,1,31.0,0.5,0.5,7.0,5.76,0.3,45.06,16581,29.995454545454542,10.172727272727274,31.749702051687148,0.184,0,thursday,0,0,0,1,apr
16582,18953697,1,2017-03-06 20:04:19,2017-03-06 20:15:57,1,3.6,1,N,137,263,1,12.5,0.5,0.5,2.5,0.0,0.3,16.3,16582,14.129166666666666,3.5325,14.08925823645567,0.181,0,monday,0,0,0,1,mar
16583,64159502,2,2017-07-28 20:59:12,2017-07-28 21:07:00,1,1.1,1,N,161,90,1,6.5,0.5,0.5,1.5,0.0,0.3,9.3,16583,12.307575757575757,1.8154545454545452,10.049377203099034,0.192,0,friday,0,0,0,1,jul
16585,87888063,2,2017-10-18 19:56:25,2017-10-18 20:05:23,1,1.25,1,N,161,237,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16,16585,8.365454545454545,1.0229090909090908,7.369866239325216,0.2,1,wednesday,0,0,1,0,oct
16587,56821146,1,2017-07-02 18:49:28,2017-07-02 19:09:45,1,9.6,1,N,138,244,1,28.5,0.0,0.5,7.0,5.76,0.3,42.06,16587,31.475,10.085,31.98777542636301,0.2,1,sunday,0,0,1,0,jul
16590,14641576,1,2017-02-23 22:55:43,2017-02-23 23:05:29,1,1.2,1,N,162,48,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,16590,14.0375,1.3445,9.70343075317537,0.199,0,thursday,0,0,0,1,feb
16591,8948324,2,2017-02-08 11:34:55,2017-02-08 11:51:53,1,2.14,1,N,163,234,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36,16591,14.282407407407408,2.1277777777777778,11.222890527070572,0.2,1,wednesday,0,1,0,0,feb
16592,83402090,1,2017-10-04 15:14:48,2017-10-04 15:33:32,1,2.2,1,N,163,238,1,13.0,0.0,0.5,2.75,0.0,0.3,16.55,16592,13.066666666666668,2.4588888888888887,11.6532546318359,0.199,0,wednesday,0,1,0,0,oct
16596,34241861,1,2017-04-25 15:06:34,2017-04-25 15:17:36,1,1.4,1,N,161,68,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3,16596,14.04035087719298,1.927894736842105,10.866815297141809,0.108,0,tuesday,0,1,0,0,apr
16598,54427849,1,2017-06-26 12:30:09,2017-06-26 12:36:04,1,0.5,1,N,161,163,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55,16598,9.983333333333334,0.7276315789473684,7.342740468587901,0.198,0,monday,0,1,0,0,jun
16600,53453399,1,2017-06-28 15:27:47,2017-06-28 15:50:03,1,1.4,1,N,142,237,1,14.0,0.0,0.5,4.4,0.0,0.3,19.2,16600,10.10777777777778,1.3573333333333333,8.632338708182758,0.297,1,wednesday,0,1,0,0,jun
16601,25401332,2,2017-03-28 14:28:38,2017-03-28 14:36:34,1,3.75,1,N,137,209,1,12.0,0.0,0.5,1.0,0.0,0.3,13.8,16601,11.775,4.09,14.433465324698767,0.078,0,tuesday,0,1,0,0,mar
16602,18915623,1,2017-03-06 18:15:54,2017-03-06 18:44:47,1,17.1,2,N,132,170,1,52.0,4.5,0.5,12.55,5.54,0.3,75.39,16602,37.11333333333333,17.203,52.0,0.2,1,monday,0,0,1,0,mar
16603,91767348,2,2017-10-30 18:00:43,2017-10-30 18:09:17,1,1.43,1,N,163,141,1,7.5,1.0,0.5,1.2,0.0,0.3,10.5,16603,8.403333333333332,1.2455,7.824016193145928,0.129,0,monday,0,0,1,0,oct
16604,78492619,1,2017-09-18 07:05:06,2017-09-18 07:11:45,2,1.1,1,N,264,137,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,16604,7.8,1.3666666666666665,8.028972801332728,0.199,0,monday,1,0,0,0,sep
16605,45755253,1,2017-05-28 09:55:29,2017-05-28 10:00:36,3,1.0,1,N,230,164,1,5.5,0.0,0.5,6.3,0.0,0.3,12.6,16605,10.923015873015872,1.2128571428571429,8.616065659493346,1.0,1,sunday,1,0,0,0,may
16609,41927083,2,2017-05-10 23:02:01,2017-05-10 23:07:47,1,0.99,1,N,148,79,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3,16609,8.438095238095238,1.1935714285714287,7.730233936733603,0.137,0,wednesday,0,0,0,1,may
16611,32586891,1,2017-04-20 22:29:43,2017-04-20 22:37:22,1,1.3,1,N,144,249,1,7.5,0.5,0.5,1.0,0.0,0.3,9.8,16611,10.104444444444445,1.32,8.557010614443339,0.114,0,thursday,0,0,0,1,apr
16612,10069004,2,2017-02-11 20:35:45,2017-02-11 20:41:58,1,1.05,1,N,80,80,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,16612,4.361111111111111,0.7833333333333333,5.774948875471433,0.2,1,saturday,0,0,0,1,feb
16615,110656408,2,2017-12-30 20:31:15,2017-12-30 20:38:55,1,0.82,1,N,164,186,1,6.5,0.5,0.5,0.78,0.0,0.3,8.58,16615,7.810416666666667,0.6825,6.536604808856844,0.1,0,saturday,0,0,0,1,dec
16620,25334375,2,2017-03-28 10:35:34,2017-03-28 10:40:31,1,0.78,1,N,238,239,1,5.5,0.0,0.5,1.58,0.0,0.3,7.88,16620,4.753409090909091,0.8240909090909091,5.965649037155473,0.251,1,tuesday,0,1,0,0,mar
16621,100469395,1,2017-11-27 22:06:48,2017-11-27 22:16:02,1,1.5,1,N,161,142,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,16621,10.461494252873562,1.4534482758620688,8.922588094641569,0.199,0,monday,0,0,0,1,nov
16622,89557732,2,2017-10-23 23:14:39,2017-10-23 23:21:25,1,1.74,1,N,234,230,1,7.5,0.5,0.5,2.64,0.0,0.3,11.44,16622,15.05595238095238,1.799642857142857,10.784856248423155,0.3,1,monday,0,0,0,1,oct
16623,72817949,2,2017-08-29 18:36:25,2017-08-29 18:46:11,1,1.34,1,N,162,140,1,8.5,1.0,0.5,1.54,0.0,0.3,11.84,16623,9.988888888888887,1.393888888888889,8.562206026522462,0.15,0,tuesday,0,0,1,0,aug
16626,41590687,1,2017-05-09 23:50:58,2017-05-09 23:56:06,1,1.4,1,N,161,164,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,16626,9.106666666666667,0.9766666666666668,7.59436647362697,0.199,0,tuesday,0,0,0,1,may
16627,66050743,1,2017-08-04 12:24:56,2017-08-04 12:29:04,1,0.6,1,N,164,234,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95,16627,4.996236559139785,0.7690322580645161,6.03349625199146,0.198,0,friday,0,1,0,0,aug
16628,45469937,2,2017-05-27 04:17:41,2017-05-27 04:23:55,5,1.33,1,N,114,231,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,16628,8.65,1.2021428571428572,7.894712975794943,0.2,1,saturday,0,0,0,1,may
16629,27241871,1,2017-04-02 18:53:13,2017-04-02 19:18:21,1,6.6,1,N,13,237,1,22.5,0.0,0.5,4.65,0.0,0.3,27.95,16629,26.71666666666667,7.136666666666667,24.784430624270776,0.2,1,sunday,0,0,1,0,apr
16630,1945625,2,2017-01-22 08:21:06,2017-01-22 08:34:28,2,3.01,1,N,238,230,1,12.5,0.0,0.5,0.0,0.0,0.3,13.3,16630,14.716666666666663,2.418,11.94449934829107,0.0,0,sunday,1,0,0,0,jan
16632,53719772,1,2017-06-24 00:17:40,2017-06-24 00:20:31,2,0.4,1,N,42,42,1,4.0,0.5,0.5,0.0,0.0,0.3,5.3,16632,3.3740740740740742,0.6366666666666666,5.3390871856513495,0.0,0,saturday,0,0,0,1,jun
16633,102764623,2,2017-12-05 06:52:36,2017-12-05 07:02:06,1,1.6,1,N,125,87,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8,16633,12.104166666666666,2.0875,10.534744037923344,0.114,0,tuesday,1,0,0,0,dec
16636,48945131,1,2017-06-06 23:04:59,2017-06-06 23:19:48,1,3.7,1,N,100,231,1,14.0,0.5,0.5,2.0,0.0,0.3,17.3,16636,22.847222222222214,3.5216666666666665,16.500614516193743,0.131,0,tuesday,0,0,0,1,jun
16637,27002864,1,2017-04-02 00:43:07,2017-04-02 00:48:57,1,1.1,1,N,107,186,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,16637,12.71264367816092,1.4310344827586208,9.506149433061116,0.199,0,sunday,0,0,0,1,apr
16638,100925265,1,2017-11-29 14:16:26,2017-11-29 14:22:40,2,0.7,1,N,107,234,1,5.5,0.0,0.5,1.55,0.0,0.3,7.85,16638,6.609090909090909,0.6842424242424242,6.336691250847357,0.246,1,wednesday,0,1,0,0,nov
16644,107672985,2,2017-12-19 16:01:18,2017-12-19 16:02:23,1,0.33,1,N,113,234,1,3.0,1.0,0.5,0.48,0.0,0.3,5.28,16644,6.4750000000000005,0.8635714285714285,6.524769629218057,0.1,0,tuesday,0,0,1,0,dec
16646,23788195,2,2017-03-22 11:00:39,2017-03-22 11:10:39,1,1.05,1,N,170,230,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,16646,13.024242424242424,1.1295454545454546,8.88249759688783,0.2,1,wednesday,0,1,0,0,mar
16647,13678725,1,2017-02-20 20:56:56,2017-02-20 21:03:47,1,1.4,1,N,90,48,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95,16647,10.61,1.544,9.144483008764087,0.199,0,monday,0,0,0,1,feb
16648,100432489,2,2017-11-27 20:25:58,2017-11-27 20:59:45,3,5.2,1,N,234,181,1,23.5,0.5,0.5,0.0,0.0,0.3,24.8,16648,31.279166666666665,6.59,24.90261731462799,0.0,0,monday,0,0,0,1,nov
16649,3696723,1,2017-01-13 23:47:42,2017-01-13 23:48:50,1,0.3,1,N,262,140,1,3.0,0.5,0.5,0.7,0.0,0.3,5.0,16649,5.692028985507246,0.8865217391304349,6.461803840990821,0.163,0,friday,0,0,0,1,jan
16651,7470514,2,2017-02-01 22:33:39,2017-02-01 22:49:48,5,3.61,1,N,148,141,1,14.0,0.5,0.5,3.06,0.0,0.3,18.36,16651,17.023333333333333,4.272,16.349067289723614,0.2,1,wednesday,0,0,0,1,feb
16653,30169805,2,2017-04-14 00:51:37,2017-04-14 01:41:43,2,6.56,1,N,68,226,1,33.5,0.5,0.5,4.0,0.0,0.3,38.8,16653,31.477777777777774,6.533333333333334,24.82305290171588,0.115,0,friday,0,0,0,1,apr
16654,73877940,1,2017-09-02 19:44:16,2017-09-02 19:52:50,1,1.7,1,N,230,142,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,16654,8.050438596491228,1.1034210526315789,7.552201370369424,0.199,0,saturday,0,0,1,0,sep
16657,109578675,1,2017-12-26 17:51:42,2017-12-26 17:58:50,1,0.6,1,N,164,170,1,6.0,1.0,0.5,1.55,0.0,0.3,9.35,16657,5.559459459459459,0.6018918918918919,5.857597386159447,0.199,0,tuesday,0,0,1,0,dec
16658,63646006,1,2017-07-27 07:45:37,2017-07-27 07:57:59,1,2.1,1,N,170,125,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95,16658,19.538888888888888,2.625,13.790481793756925,0.199,0,thursday,1,0,0,0,jul
16659,84088482,2,2017-10-06 17:55:19,2017-10-06 18:04:46,1,1.34,1,N,140,236,1,8.0,1.0,0.5,1.96,0.0,0.3,11.76,16659,10.278571428571428,1.2205714285714286,8.297660628342566,0.2,1,friday,0,0,1,0,oct
16663,72074309,1,2017-08-26 18:26:30,2017-08-26 18:35:16,2,1.4,1,N,239,48,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55,16663,12.531159420289857,1.683478260869565,9.980638031876644,0.199,0,saturday,0,0,1,0,aug
16665,65025178,2,2017-08-01 01:13:45,2017-08-01 01:20:43,1,1.51,1,N,107,186,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,16665,12.71264367816092,1.4310344827586208,9.396347129143914,0.2,1,tuesday,0,0,0,1,aug
16666,11785729,1,2017-02-15 06:23:33,2017-02-15 06:40:46,1,5.2,1,N,33,186,1,17.0,0.0,0.5,3.55,0.0,0.3,21.35,16666,22.316666666666663,5.15,19.59749498947596,0.199,0,wednesday,1,0,0,0,feb
16667,6423862,2,2017-01-22 20:37:08,2017-01-22 20:43:57,2,1.31,1,N,234,79,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,16667,8.785416666666666,1.2804166666666668,8.022291419920702,0.2,1,sunday,0,0,0,1,jan
16668,24310779,1,2017-03-23 18:28:23,2017-03-23 18:34:39,1,0.6,1,N,100,170,1,5.5,1.0,0.5,0.1,0.0,0.3,7.4,16668,8.276666666666666,0.8548,7.119882765592555,0.014,0,thursday,0,0,1,0,mar
16669,48951510,2,2017-06-30 13:13:22,2017-06-30 13:22:32,1,1.26,1,N,164,163,1,8.0,0.0,0.5,1.5,0.0,0.3,10.3,16669,10.455555555555556,1.38,8.66476076644253,0.17,0,friday,0,1,0,0,jun
16670,30686567,2,2017-04-15 14:06:26,2017-04-15 14:14:18,3,0.77,1,N,164,161,1,6.5,0.0,0.5,1.1,0.0,0.3,8.4,16670,8.670634920634921,0.9797619047619048,7.41317997338673,0.151,0,saturday,0,1,0,0,apr
16671,76023012,1,2017-09-10 10:23:49,2017-09-10 10:30:54,1,1.6,1,N,249,68,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95,16671,7.037179487179487,1.1223076923076922,7.307068771296336,0.199,0,sunday,0,1,0,0,sep
16672,85561732,1,2017-10-11 15:08:11,2017-10-11 15:36:04,2,1.9,1,N,230,170,1,17.0,0.0,0.5,3.55,0.0,0.3,21.35,16672,9.81,1.119,8.09635275244675,0.199,0,wednesday,0,1,0,0,oct
16674,81620222,1,2017-09-28 18:31:48,2017-09-28 18:39:55,1,0.9,1,N,239,142,1,7.0,1.0,0.5,2.2,0.0,0.3,11.0,16674,5.764550264550265,0.8944444444444445,6.497830696933461,0.25,1,thursday,0,0,1,0,sep
16675,95699758,2,2017-11-11 18:44:07,2017-11-11 18:47:35,1,0.63,1,N,142,48,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,16675,7.319819819819819,0.9956756756756756,7.023790548452387,0.2,1,saturday,0,0,1,0,nov
16676,11206319,1,2017-02-06 09:15:06,2017-02-06 09:20:13,1,0.6,1,N,164,234,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95,16676,4.996236559139785,0.7690322580645161,6.03349625199146,0.198,0,monday,1,0,0,0,feb
16677,45425444,2,2017-05-26 23:59:43,2017-05-27 00:09:13,1,1.62,1,N,68,137,1,8.5,0.5,0.5,1.0,0.0,0.3,10.8,16677,14.339583333333334,1.82875,10.642944080187393,0.102,0,friday,0,0,0,1,may
16678,103796280,2,2017-12-08 01:42:56,2017-12-08 02:05:11,1,8.91,1,N,231,263,1,27.0,0.5,0.5,5.66,0.0,0.3,33.96,16678,22.004166666666663,7.8525,24.7860250364352,0.2,1,friday,0,0,0,1,dec
16679,24918657,2,2017-03-25 11:56:04,2017-03-25 12:16:04,1,4.16,1,N,261,161,1,17.0,0.0,0.5,1.8,0.0,0.3,19.6,16679,29.6125,4.195,19.620614667356843,0.101,0,saturday,0,1,0,0,mar
16680,62936828,2,2017-07-24 19:27:08,2017-07-24 19:43:26,1,2.25,1,N,162,113,1,12.0,1.0,0.5,3.45,0.0,0.3,17.25,16680,13.945833333333333,2.15,11.173247350409609,0.25,1,monday,0,0,1,0,jul
16682,16061330,2,2017-02-28 08:42:24,2017-02-28 08:55:29,1,2.0,1,N,239,166,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16,16682,12.984848484848486,1.9959090909090909,10.597993277233003,0.2,1,tuesday,1,0,0,0,feb
16685,661278,1,2017-01-03 09:22:45,2017-01-03 09:28:57,1,1.2,1,N,158,234,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15,16685,9.737037037037036,1.237777777777778,8.290625915029477,0.199,0,tuesday,1,0,0,0,jan
16686,76679580,2,2017-09-12 15:41:33,2017-09-12 15:59:39,5,1.62,1,N,211,107,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96,16686,12.1125,1.755,9.96272536872979,0.2,1,tuesday,0,1,0,0,sep
16688,60847908,1,2017-07-17 18:44:08,2017-07-17 18:46:07,1,0.4,1,N,162,237,1,3.5,1.0,0.5,1.05,0.0,0.3,6.35,16688,8.020416666666666,1.00275,7.343205900412192,0.198,0,monday,0,0,1,0,jul
16691,50025834,2,2017-06-13 19:05:49,2017-06-13 19:18:58,2,1.46,1,N,236,141,1,9.5,1.0,0.5,1.13,0.0,0.3,12.43,16691,8.529861111111112,1.1154166666666667,7.622161636571726,0.1,0,tuesday,0,0,1,0,jun
16692,108818020,1,2017-12-23 00:57:19,2017-12-23 01:02:25,2,1.0,1,N,7,7,1,6.0,0.5,0.5,1.8,0.0,0.3,9.1,16692,3.725,0.64,5.443662636531329,0.247,1,saturday,0,0,0,1,dec
16693,71335906,1,2017-08-23 22:28:02,2017-08-23 22:34:29,2,1.3,1,N,48,143,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8,16693,7.347222222222222,1.365,7.899294920192267,0.128,0,wednesday,0,0,0,1,aug
